RowID,Expectancy
1,89.66965246934257
2,83.35585926329013
3,80.88457920745572
4,72.51740809031998
5,67.63009048290702
6,84.0369798290169
7,58.993270288828484
8,51.91948862157786
9,79.23312070501936
10,87.99709831936536
11,91.62332561188623
12,58.47949819281364
13,69.17366959103595
14,60.23637475191127
15,59.103487916858974
16,96.59197043719264
17,79.41480654280699
18,77.33846938996606
19,47.744913735328865
20,53.446362461942165
21,38.12110972778517
22,37.70700525857667
23,66.68295516474754
24,54.90871765491768
25,52.62325130309447
26,87.09124454171544
27,63.12228489095914
28,48.35519116260751
29,97.06870701706944
30,62.58390918127682
31,94.38847736475137
32,76.7099611584984
33,74.83552005467118
34,33.19983491141555
35,72.30739760150493
36,73.98730575082416
37,44.26895059931574
38,69.0082310093885
39,98.40730767331137
40,84.26732774433965
41,38.890492836866365
42,74.12886075204023
43,43.899198219003615
44,76.05291806680614
45,90.6872121868092
46,41.42945356341589
47,31.560442994176185
48,68.09924842534787
49,63.7412676991365
50,45.62355453755915
51,78.99171118233957
52,48.84902355059768
53,66.95434622504573
54,79.73832654736108
55,77.91502944372897
56,71.67243715160157
57,43.33981075119837
58,67.61008114404808
59,35.584324868240174
60,73.133534410896
61,64.4266759299976
62,39.07842708540699
63,53.672996771693654
64,90.03581639086994
65,34.627602307188006
66,58.7476908254789
67,78.17550773565864
68,57.38088594085544
69,76.76425348998006
70,71.18005112752722
71,75.53030626745269
72,45.03377395582888
73,92.84447154601173
74,79.464185678358
75,78.53488834444066
76,71.31157110121109
77,63.53274750570361
78,83.10966493319056
79,86.3543848375019
80,61.396726479155774
81,37.21503201356241
82,83.57195988038012
83,83.42234682369158
84,84.74260279100307
85,84.9510354381739
86,88.57982624736027
87,80.91343223097823
88,88.81868461222845
89,55.73799956585668
90,59.03460465221589
91,39.292433936737865
92,52.170465767736275
93,34.86360347053465
94,83.0050055803936
95,99.20664309629642
96,35.2912290949664
97,92.66974342509394
98,59.362088948816805
99,86.27587378762226
100,31.39922701863735
101,46.28028194604475
102,89.97479206084915
103,43.81985617787153
104,86.1455979670553
105,81.71086944018887
106,73.29019628218259
107,76.65445134979633
108,47.7115952429382
109,44.06861653529204
110,64.28506191695097
111,95.87626798702124
112,93.92762154972016
113,59.73014202699222
114,74.81055368880078
115,95.91929467659057
116,81.72299699889263
117,95.29090522054541
118,59.77380465524817
119,97.09288493808236
120,73.61136343717948
121,50.17506640792827
122,36.62360843462735
123,49.7942799440707
124,49.70059790338173
125,44.10133838987646
126,84.4616467263542
127,99.74140163611308
128,37.30001324869143
129,79.87266096505854
130,32.51657816691567
131,86.96452093239941
132,75.78907424568095
133,31.44157396901663
134,82.93052618264986
135,95.10225036603373
136,86.05190182564667
137,89.5105007491083
138,92.10709395081547
139,95.62461569348754
140,44.935432607806774
141,65.90115751224695
142,31.17747251980417
143,76.00515476792397
144,66.47398710310762
145,48.61699640029332
146,91.50243924879364
